,text,stars
4961282,"Well...a splurge is a splurge right? I hadn't been to a chicken and waffles joint since I lived in LA years ago so I knew the kids would be all for BREAKFAST FOR DINNER (aka waffles and chicken). The place is bright and hella noisy music wise but service was friendly and attentive. The fried chicken was absolutely top notch and I love, love, love, rooster hot sauce. The waffles weren't as great as the chicken but my kids still devoured them. The collards were surprisingly bland but fries were good and again the chicken is fabulous!",4
61732,"Husband and I were at the Antique Mall on New Year's day.  OMG talk about busy - WOW.  The sales were amazing with bargains galore.  There was only one drawback and that was the check-out line.  It was half way around the store, but the sales prices were well worth the wait.  The other antique stores better smarten up and open on NEW YEAR'S DAY.  They are loosing out on HUGE amounts of money by not opening.",5
2170754,"Excited by the preceding reviews, had a lovely reunion dinner with family and a particularly splendid meal. The service was quite attentive and sensitive to allergies, and that included everyone who served us. 

Every tapas-style dish was well-seasoned and complex and so palate-pleasing!  Too bad we're just visiting Toronto. Would come back again and again!",5
874208,"Bought their most expensive package - ""full royalty detailing"". Utter disappointment and a complete waste of money.

- Carpet was not shampooed -  coffee spill (primary reason for visit) was barely touched
- Windshield/windows were not even wiped at all from the inside
- They did not clean under the cupholder rubber insert, tons of visible dirt was left behind. 
- They did not properly clean trunk upholstery, lots of dirt/dust left behind.
- The leather seats were not cleaned -at all-

Basically you're paying 200 bucks for some kid to do a bad job vacuuming your car and wiping the dash.  Find a better detailer - AVOID THIS PLACE!",1
134061,"Went here with a friend, shared the spring rolls and the pork dumplings as appetizers then got one of their ""street noodles"" for my main dish. The food was definitely good, but I have to say it wasn't as flavorful as I expected. I enjoyed it and would recommend it if you wanted Thai in Lawrenceville, but I wouldn't go out of my way to eat here again for the food itself. 

I would definitely recommend this on a nice day as a beautiful place to eat outside! The garden atmosphere was wonderful, and I had great service.",3
5040879,"The movie selection is pretty good and the service is always prompt and friendly. In fact, had I not needed to visit the bathroom with my young daughter today I would have gladly given this a 4 or 5 star rating. But the bathroom was absolutely disgusting. Just completely gross and filthy.",3
5089677,"Extremely over priced.  Asked for military crease on shirts.  Low and behold, no crease.",1
5894941,"The Chop Shop is a fun little restaurant that has a way cool atmosphere and attracts cool looking people. They have unique interior design and even better food. i just got one of the 'cheaper' sandwiches and it was so good. i didnt want the sandwich to end. they also had other way good condiments available so that i could add some spice to my sandwich.

I'd recommend it and even take a girl on a date there.",4
1095404,"Convenient location, great customer service, and delicious food. Only bad thing I have to say about this place is it's very pricey (I got the Bison Bowl- which was amazing- but was about $16) You can definitely tell they use quality ingredients and it's super convenient after the gym when you don't have time to prepare your meals, but a little hard for me to spend almost $20 on a bowl for lunch.",4
2150765,"Decent food and fast delivery paired with excellent customer service (one of my dishes had an issue and they replaced it was a very tasty, higher priced item of my choice and added a drink on top of it!)
Absolutely to recommend.",5
4511101,This is such a cool place to bring the kids downtown.  I used to always wonder what the inside of this old building looked like and now that they have made this into a museum for kids I have been able to check out the whole inside.  They have lots of stuff for the kids inside and out.  They have special hours when the kids are out of school so check online for that before you head out.,5
42649,"Food was okay, servers were nice but need more experience or should pay more attention to diners needs. There is one white male (owner?) helping out  every time i go to this place this person always wear a printed T-shirt which  doesn't  create a warm welcoming gesture to the diners. This guy should change his attire or just stay inside the kitchen. Sometime you get pandesal if they remember. One time i ordered a bulalo the server said it doesn't come with rice because it is categorized as soup. I know the place is new and will need a lot of changes and adjustments but right now i rate this place one star.",1
1999305,"For a chain restaurant...I was impressed. We stopped in early in a Saturday and were told it would be a 50min wait but bar seating was first come first served. We decided to look around and found a table in the back corner of the bar. It took a little bit but our server finally came over and took our drink order. He was very knowledgeable with the wine list and my wife went with one of his suggestions for a Pinot Grigio and she enjoyed it. I couldn't decide on an entree so I went with some small plates. I started with the lobster bisque which was flavorful but skimpy on the lobster. Next I had a Caesar salad and an order of calamari. The salad was rather large and a good value. The calamari was excellent except for the aioli. I tried a little and decided to stick with the marinara that accompanied it. I'm a calamari traditionalist...what can I say? My wife had the pasta Brio which consisted of rigatoni, grilled chicken, and mushrooms in a roasted red pepper sauce. She liked it and so did I. I'm not a huge fan of chains but Brio does it right. We will definitely be back the next time we decide to visit Crocker Park.",4
3923590,"Great big bar. They have a bull on certain nights, which can provide some entertainment. The drinks are reasonably priced and the waitresses/bartenders are hot! Yay college town!",3
5751099,"Another thrift store where once I enter there is no coming out empty handed. Love how well organized, open and clean this one is. Dressing rooms are awesome. Some prices are a bit too high yet just as many and maybe more are surprisingly low.  I'm definitely a fan and it's great that they offer daily half price promotions and that the money the store earns goes toward a good cause.  3$ off coupon if you donate (anything) and a stamp card where once you fill it up you get 30% off your entire purchase. Recommended!",5
3249346,Omg the food was awesome. I know good Mexican food and this was it!! I also got the seal of approval from my sis who only orders rice and beans and ventured out and ordered a taco and tostada which she said was awesome. Please go see Amanda our server !,5
4817323,"What drew me into this store was the absolutely gorgeous display of lamps and hanging light pendants made of glass set in mosaic design.

The owner is an importer of home decor goods primarily from Turkey, Iran and India.  
In addition to the lamps there are brightly colored hand-painted ceramics like bowls and platters which we were were told are done in traditional Ottoman Empire designs.

There are inlaid and carved pieces of furniture and some beautiful carpets.  
If I were to build a Riyad-style Moroccan house, this is where I'd come to accessorize it.

Toward the front of the store I spotted several jewelry cases.  What caught my attention in particular were the pieces of evil eye jewelry.  There were pendants, bracelets, earrings, sun-catchers; evil eye repellers all.

There are many cultures that believe in the necessity of warding off the evil eye.  I come from two of those cultures and I grew up on stories about the ""malocchio"". It wasn't unusual to see someone wearing a gold horn (cornuto) necklace. 

In this shop I purchased the Turkish version of an Evil Eye pendant which is in the shape of an eye.  It's made in Swarovski crystal mosaic.  What I'd tell you if you'd ask, is that I love the way it looks.    But what I'd also like to believe is that it might be giving me a little extra protection to get through the day.

Great shop, with lots to see both for decorating yourself or your house.",4
4937171,"We came here for lunch on a weekday around 11:45 and almost all the tables were occupied. I ordered the kale and arugula salad with shrimp, and it was pretty good considering I never usually order salads at restaurants. I do wish the dressing came on the side; the leaves were almost too drenched. However the shrimp was cooked perfectly and the parsnips and radishes added a nice bitterness and crunch. The cornbread that came with it was amazing as well. I tried a few bites of the shrimp and grits though and instantly wished I had ordered that instead - SO GOOD and had more than just shrimp and grits. So if I ever come back I know what I'm getting. 

The staff were all nice and so is the atmosphere and decor. A bit pricey, but within reason and well worth it.",4
2617328,"The service was fantastic at this place along with the food.  Very friendly atmosphere and very quick about our orders.  However, they had specials that I wish the waiter would have told me the prices about.  For two of us, my bill came out to be a hundred dollars.",3
3767828,"This is a very clean facility, the staff Rene fully explained everything. They want to make sure that you are comfortable with the place that you are storing your belongings. I would definitely recommend using Public Storage.",5
5460523,"Dont' go here.It was full of shady looking people and I didn't see one security officer. 

I left as quickly as I arrived. Too bad, it's a nice building and could be so much more.",1
5021132,"If you are truly into vinyl, you MUST visit this store, BOTH locations! I have found some serious treasures here! We love the Record City Crew!! Joey, Stacy, Brandi and Killian are some of the nicest people you will ever meet and they take great care of their repeat customers! 

My Family and I have been shopping here for many years and I can honestly say they have THE BEST PRICES IN TOWN! Their classic rock and metal inventory is outstanding and the majority of SEALED albums in my collection have come from Record City! Price, selection and QUALITY keeps me coming back to RC on a regular basis! I HIGHLY RECOMMEND RECORD CITY!!",5
4641370,"Great spot and great staff 
I had a 3 taco plate with beans and rice 2 chicken tacos and 1 fish taco.
My daughter also had the 3 taco plate with beans and rice she had hers with shrimp tacos...everything was delicious..While we were eating i checked us in on yelp and they gace ilus 2 fried oreos which my daughter ate both and loved..
Ohhh yeah i almost forgot...they were having a taco eating contest when we were there too..its like a $12 buy in and lasts 10 minutes..so we had a lil entertainment while we ate.
They also run happy hr from 4-7 pm Monday-Friday with $1.25 tacos..cant beat that at all..
I'll definitely be back..",5
1536277,"I went by there to watch a Panthers game and the whole experience was pretty sub-par. For one, the area we were seated in was right below some speakers and they had the cranked up to 11 and we just about had to yell constantly to have conversation. It was kinda interesting in a way because after a while people just kinda subconsciously gave up on conversation and by the end of the evening a few of us were just sitting there quietly. Anyways, along with our drinks we ordered a pretty good assortment of ""bar"" type food. Sandwiches, wings, chicken tenders, mozzarella sticks, fried pickles, french fries, nachos and even pizza. I sampled a little bit of everything just about since we were all doing a communal snacking type deal and I think the only thing that was even borderline decent was the mini chicken tenders. The nachos had some kind of cheese whiz type sauce which tasted like it was from a jar. I think they brought us 6 or so mozzarella sticks and at least two of them didn't even have any cheese in them. The fried pickles were the soggiest incarnation I've ever tasted and the both the pizza and chicken sandwich were greasy. Overall it was just a crummy meal. They do seem to have a very good drink selection though and a full bar even though the drinks are a little overpriced. If I could say one good thing about the place it is that the wait staff seemed very friendly and was on top of their game. Our server didn't mess anything up and kept all our drinks filled. Another funny note was that the guys running the food to the tables seemed to be clueless as can be. Not only did we get our food but they tried at least 3 additional times to bring us other peoples orders. It's like they had no idea where they were supposed to take the orders.",2
534866,Every stereotype of a mechanic shop taking advantage of an eighty year old woman was in play recently when my mother was able to spend more than her pension check after taking her car in for an coupon oil change!  DO NOT GO THERE!,1
3088106,Went here yesterday for a birthday party. This place is great for kids. Neat games and little rides. The food wasn't bad as far as salad... Pizza and breadsticks. The utensils were disgusting!!! Beyond disgusting! Even the cups. Not sure if they even really clean them? That's how bad they looked. Let's just say i woke up sick who knows if it's from the utensils I used :/. Please get a better dishwasher or whatever you use. Human beings should not eat with that filth. Other then that the place was cute.,2
294367,"Went to this place a few years ago because of good reviews. The older gentleman was very pleasant and really made me feel welcome. I really thought I found myself a neighborhood jeweler. Then, I met the older lady. She is the reason why I have not returned. She handled the payment because the older gentleman was called in the back. This lady automatically assumed I needed a payment plan. Her attitude was quite condescending. I still bought the ring because it was the perfect gift. It was first and final purchase from this place. What a shame because I really liked the older gentleman and wanted to support local business.",1
5206532,This is our favorite Mexican place we've been to since moving to Az. Tastes authentic and delicious.,5
4833700,The absolute BEST!!!!  Quality food and service!  You won't regret ordering anything here ever!,5
888089,"We had our wedding here last month and coming from out of state we hadn't had the chance to see the venue in person prior to the wedding so set our expectations low (just in case!); fortunately, the venue was more than just a pleasant surprise! The chapel was beautiful, and the banquet room where the reception was held was perfect. Michelle was our wedding coordinator on the day of the wedding and she was fabulous and so helpful, as was Tony. All of our guests raved about the food and the lighting was wonderful for photos. The package we purchased was so convenient and perfect as well. I would highly recommend this venue as they made our special day as easy & stress free for us as possible. We were so happy with how our wedding turned out, it was so beautiful and the evening was so much fun for us and all of our guests.",5
4273562,"This is absolutely the worst apartment complex I have ever lived in!! For starters the apartment building was built in the late 60's cool I like old buildings and the design of that time, but that doesn't mean that everything had to still be from that time inside. Everything is from the 60's and 70's down to the carpets that is missing in most closets. The ""updated"" tile that they where so proud to tell us about turned out to be Vinyl rolled out to look like tiles....the kitchen flooring is totally coming up from the faulty dishwasher also. Everything just looks dirty and dingy. Not only is everything inside the apartment out of date, but then the hallways haven't seen the light of anything new for a while, correction most hallways the main lobbies have just been freshened with a new coat of trim paint.....went from dingy blue to some type of aqua green stuff that looks like the 80's meet the 70's and decided Miami needed to be invited in....the worst thing of all have been the thefts from Amador every package that we have had to have delivered, I have had to replace almost every order we have ordered here due to the lovely neighbors helping themselves to packages left in door ways.... basically don't move here the only positive is the price but like they say you get what you pay for....",1
3738083,"This place is still rock solid!  We ordered the garlic spareribs and were AMAZED at how good it was.  

Imagine fried minced garlic that taste like mini croutons.  A heaping mound of it was tossed on top of the fried ribs.  I've never had anything like it.  I was shoveling spoonfuls of it into my mouth....",5
2455887,"Gimme Some Sugar has opened a dessert bar/bakery in Henderson.  It was opening day and the baked goods and treats were ready.  The place appears to serve desserts, coffee, and wine (not sandwiches/bread).  They don't open very early (11:00 am) and stay open up into the evening.  It would be a nice place for a casual date, conversation with friends, or an after movie/theatre/church snack. The owners might have come up with a nice niche for their business and hopefully it works because the desserts appear awesome.

The  service was very friendly and the pastry I  had (chocolate brownie/chocolate chip cookie) were really yummy.  The pastry looked like super quality stuff and from what I saw prices ranged from about $3 for cookies/brownies to $4 for very unique macarons to about $7 for very high-end cake desserts.  The more pricey desserts looked big enough to share with a date, spouse, or significant other.

The shop has about ten tables and is nicely decorated and clean.  It has a classy-artsy-bistro feel but is mellow with cool music.  It's tucked away in the corner of a strip mall at 215 and Stephanie, but it is not hard to find.",5
285407,"Our dog saw Dr. Flick and she was wonderful and very caring and sincere!! She explained everything very clear and made sure we knew all of our options. She worked with us to find the most affordable care plan that was just as beneficial to our dogs health. She did not make us feel rushed even though we had a million questions. The staff is very knowledgeable and friendly. Even after the first visit we had a few questions about a minor change in our dog's condition and Dr. Flick herself called us back in a timely manner. I was surprised at that alone because usually you hear ""bring them in, we can't diagnose over the phone"". The Dr. called us back in a timely manner  and reassure us she would be fine!! We have 3 dogs and Dr.Flick has 3 new patients. I thank all the staff for such a great experience!",5
5226043,This is an awesome little place in little Italy. It's like stepping back in time the wall paper and the paneling make this a great atmosphere. We've been here many times. Why you ask? Well the food is always delicious and consistent the service is always wonderful. You can't go wrong at Guarino's. Normally I get the eggplant Rollup's but this time I decided to try something new. I had the chicken piccata and it didn't disappoint it was wonderful. Everyone enjoyed their meals and we had a wonderful evening. I highly recommend this place as a top stop for Little Italy.,5
732446,"This is one of my favourite ramen spots in Toronto. 

Not overly complicated like some of the pretentious new ramen spots around town but each dish will still surprise you. 

The ramen bowls are really good and much less lardy than Kinton down the road. You'll get a great meal for $10 but try the great gyoza or karaage!",4
354636,"These guys know whats up. Took the time to tell me about some tire problems that I had, and even asked me if I drive the car 'aggressively' as they would have set it up a bit different. Not many places left that actually seem like specialist of a trade. Will be going back for sure!",5
2285708,"Great place to go get your haircut, everyone is nice and the price is right. Lots of hot spanish chicks work here too if you are a guy (no homo).  Try and come during the week when it is slower rather than on Saturdays when it is busy as all get out. I don't know if this place competes against D'Avance Beauty Salon. And what does the D' mean and why is it so popular here.",5
1270518,"The food was wonderful.  We started with the fried artichoke, which was very lightly breaded and a delicious dipping sauce.  Janessa I think was our server and Was very efficient and pleasant.  The Chicken Saltimboca was outstanding!  The only reason I did not give 5stars is there is no atmosphere.  It is in a strip mall but it would not be a Saturday night date choice.  It is all tables with nothing, not sure if it meant something but a car painted on the wall.  Let's make it look Itallian.  Maybe some red checkered table clothes, a candle on the table, a scene from Italy on the wall.  Some screens or plants to offer a little separation.  This place is awesome just need to ambience.",4
2550979,"Boooyaahhh! I ate it, so I will rate it! I am such a regular here that the staff refers to me by first name or with a big excited smile knowing I am back! Actually no not really, but everyone is super polite and it is clean! Talking about polite, Marie and Theresa are the two individuals who I prefer to deal with, out of anybody, working here, but if they are not there, anyone will do, but those two ladies are super awesome!

So before, there once use to be several Whataburgers locations closer to where I lived. That is no longer the case and I am a sad panda.  I always order a #2 (Double meat Whataburger), add cheese, extra pickles, extra onions and extra mustard on the bun! I feel those three things help perfectly clash with each other so I can fully savor the meat and the overall meal. The staff never even judges me or gripes about me wanting all the extra stuff. 

The fries, always crisp and golden and not too salty, but enough salt to have with the ""Fancy Ketchup"" ! I always grab extra ""fancy ketchup"" here to take home with me.

Onion rings taste sooooooooooooooo good. Add some ranch for 30 some cents, and yep.. 


Inside, like I said, clean.. but they play 50s-60s music, and it is music I grew up listening to, so I like the ambiance! 

What I like is that I can go in at the 3am and sit down and my food is cooked just as fresh as if I ordered it at 2pm! This place is open 24 hours so this place is legendary in my book. Yes, I said it, LEGENDARY!

Here are the downsides.

You have to eat the food right there and then, right away.
Not one closer to me.
If you Whatasize the Fries, it's the same size as the large fries! Don't do it!",5
2619217,I was super impressed with the quality of the workmanship as well as the friendly and helpful service! I had to rent a car while they put the new top on my Mustang. Ken gave me a ride to Enterprise both to pick up a car and to drop it off when my car was done. My new soft top looks better than it did when I first bought my car! I highly recommend this business!,5
265970,"The food and service is exceptional. They offer a military discount, which is very nice. Decent prices and good value. I recommend.",5
179459,Very good if you like the old style tuck n roll booths. Dark in a good way.  Enjoyed a very nice dinner and drinks.,3
89296,"I visited Elmwood Spa with my mom for Mother's Day and overall we had a good experience. We had lunch first, following which I had a manicure and pedicure and my mom had a facial and manicure. Lunch was pretty good - nothing special but nothing to really complain about either. My mom really enjoyed her facial and said her esthetician was very skilled, knowledgeable and happy to answer a few questions that she had. I was a bit disappointed by the manicure and pedicure facilities. There are quite a few stations (almost too many for the room) which feel kind of squished together. The chairs aren't particularly comfy - there are no massage armchairs here. The room was also quite noisy and difficult to relax in. The quality of both my manicure and pedicure wasn't quite as good as I was expecting for a spa. Considering Elmwood charges significantly more than Nailsense, which I usually visit to get my nails done, I wasn't blown away. 

The customer service was quite good and everyone was friendly and helpful. The facilities are also nice and very clean. Overall, I would visit Elmwood spa again for other services, just not to get my nails done as I'm not sure its worth the steep price.",3
904115,"I love this tropical smoothie, customer service is always great and food is amazing!  Seems like this is the only one that has macroni salad. Love this place!",5
893205,"This restaurant was rated top 10 new restaurant in 2017 according to weekly magazine so we came today. We ordered spanakopita for appetizer, tsipoura- grilled whole fish and solomos -grilled organic salmon and they were all delicious. The place was so nice and servers were excellent.",5
5805817,"Buffalo Wild Wings? Yes, please. Boneless wings? Oh yeah! A huge variety of sauces to smother said chicken in? Yup.  Scrumptious? You better believe it!
Husband and I are big fans of the boneless wings. I loved the flatbread pizza, too.  This place is super chill--wings are served in paper trays, totally ok for your brats or obnoxious sports loving husbands. They have trivia, tons of TVs and decent service. 
Tip:  Skip the special lemonade--it's Minute Maid with nasty syrup added.",4
2647583,"Friendly people; smiley; ready to serve; and, indeed, fabulous, clean, healthy, multifruity, and mouth-watering cinnamon rolls and beverages! 

Everybody MUST go there--Cinnaholic, on Tropical (across from Walmart & Sam's club) and taste for themselves!!

My wife and I LOVE the fresh, hot, and delicious rolls

Dr. Sarri
NSHE Professor/Author",5
4953545,"Breakfast this morning was very good both in size and cost. We were immediately seated and our waiter, Ulitis, was very good. We will come again.",5
1113075,It started with very friendly reception staff. Then probably the best facial I've ever had with Nicole!  Such wonderful products. Bonus that they do online booking.,5
2696031,"Looking for good Indian restaurant in Las Vegas .we finally found ""THE ONE"". 
Everything about ""Gandhi"" is good (maybe location is a little farther than I would like).. 
Decor: rich dark colors, very spacious rooms.
Food: EXCELLENT!
That's another big STAR to Gandhi restaurant. Every our request was accommodated. They try to make your buffet a real ""experience"". Which gives a great feeling of being taken care of.

Naan. Excellent. Another item we ordered more for take out, we enjoyed later.

Prices:
Surprisingly inexpensive.

Overall great restaurant. If you get a chance stop here and you won't regret it.",4
1368867,"I tried here on a Sunday and the place was slow, but the server was pleasant and greeted me nicely. I tried the wings with creole and they were wonderful. Even with the slow business they did a good job. Would recommend. There was one question, the check in on Yelp popped up a discount for doing the check-in, but they were not aware of it. So just curious how that is supposed to work.",4
2378027,"I had the large classic beef with the thickest round noodles. I also tried the braised beef with the medium flat noodles.

The pulled noodles were ok (chewy as expected), but I've had better in downtown Toronto. The large size has a whole lot of noodles but very little meat. My bowl came with just a few slices of beef. I do have to say the broth was very tasty, especially with chili oil added.

At $8.99 for a large bowl, I think you could get more bang for your buck eating at other places in the area.",3
5231301,"It was my best friend's birthday and I wanted to treat her to brunch. This place was in between us and we wanted to try it for the longest time. The place was super packed when we got there, they only had the bar and high top tables available at the moment. The bar was actually super nice so we got seated there. 

We were immediately greeted by our server Nicole, sick tattoos btw. I've asked her about their mimosas and she said there were different types of mimosas that they can make. She listed them all and introduced this blueberry lavender mimosa that was pureeeeeeeee delicious and amazing. It was definitely something that we both haven tried before. The taste of it was just amazing and perfect for brunch. 

I've ordered the eggs Benedict and my best friend ordered the crab cake Benedict's. The food came super quickly and I was super impressed at how our server kept checking up on us and even filling up our cups with water without disturbing us! 

Let's talk food. My eggs Benedict was amaaaaaaazing. Delicious, I wish they were more generous with the hollandise sauce but overall it was great. The smashed potatoe hash browns were sooooo perfect. Crispy, hot and soft in the inside. I loved how they also sautéed other veggies with the hash. It was delicious. I think I would get the crab cake Benedict's next time, my friend said it was amazing and something she has never ordered before. 

When I asked for the bill, Nicole our server totally surprised us with a birthday treat for my friend. We were so awed with the surprise that it totally made our day. Plus we would definitely be coming back just to snack on those donuts. It was pure goodness. 

Can't wait to try their fried chicken next time.

Happy eating fellow yelpers!",5
